accession	uid	title	organization	taxonomy	sra	geo	Sex	age	cell line	collection_date	geo_loc_name	provider	source_name	treatment	vendor id
SAMN27110112	27110112	du145_DU145PS2B_C12_Tofacitinib_0.305_24	Department of Systems Biology, Columbia University	9606	SRS13705423	GSM5985317	male	69	DU145	missing	missing	ATCC	prostate cancer	Tofacitinib	HTB-81
SAMN27110113	27110113	du145_DU145PS2B_C11_Azathioprine_0.25_24	Department of Systems Biology, Columbia University	9606	SRS13705422	GSM5985316	male	69	DU145	missing	missing	ATCC	prostate cancer	Azathioprine	HTB-81
SAMN27110114	27110114	du145_DU145PS2B_C10_GDC0941_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705421	GSM5985315	male	69	DU145	missing	missing	ATCC	prostate cancer	GDC0941	HTB-81
SAMN27110115	27110115	du145_DU145PS2B_C09_Alisertib_0.17_24	Department of Systems Biology, Columbia University	9606	SRS13705420	GSM5985314	male	69	DU145	missing	missing	ATCC	prostate cancer	Alisertib	HTB-81
SAMN27110116	27110116	du145_DU145PS2B_C08_JNJ26854165_0.155_24	Department of Systems Biology, Columbia University	9606	SRS13705419	GSM5985313	male	69	DU145	missing	missing	ATCC	prostate cancer	JNJ26854165	HTB-81
SAMN27110117	27110117	du145_DU145PS2B_C07_Bafetinib_8.5_24	Department of Systems Biology, Columbia University	9606	SRS13705418	GSM5985312	male	69	DU145	missing	missing	ATCC	prostate cancer	Bafetinib	HTB-81
SAMN27110118	27110118	du145_DU145PS2B_C06_DMSO__24	Department of Systems Biology, Columbia University	9606	SRS13705417	GSM5985311	male	69	DU145	missing	missing	ATCC	prostate cancer	DMSO	HTB-81
SAMN27110119	27110119	du145_DU145PS2B_C05_Azacitidine_0.02_24	Department of Systems Biology, Columbia University	9606	SRS13705416	GSM5985310	male	69	DU145	missing	missing	ATCC	prostate cancer	Azacitidine	HTB-81
SAMN27110120	27110120	du145_DU145PS2B_C04_Clarithromycin_1_24	Department of Systems Biology, Columbia University	9606	SRS13705415	GSM5985309	male	69	DU145	missing	missing	ATCC	prostate cancer	Clarithromycin	HTB-81
SAMN27110121	27110121	du145_DU145PS2B_C03_Gefitinib_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705414	GSM5985308	male	69	DU145	missing	missing	ATCC	prostate cancer	Gefitinib	HTB-81
SAMN27110122	27110122	du145_DU145PS2B_C02_UNTREATED__24	Department of Systems Biology, Columbia University	9606	SRS13705413	GSM5985307	male	69	DU145	missing	missing	ATCC	prostate cancer	UNTREATED	HTB-81
SAMN27110123	27110123	du145_DU145PS2B_C01_Hydroxyurea_10_24	Department of Systems Biology, Columbia University	9606	SRS13705412	GSM5985306	male	69	DU145	missing	missing	ATCC	prostate cancer	Hydroxyurea	HTB-81
SAMN27110124	27110124	du145_DU145PS2B_B12_Busulfan_0.295_24	Department of Systems Biology, Columbia University	9606	SRS13705411	GSM5985305	male	69	DU145	missing	missing	ATCC	prostate cancer	Busulfan	HTB-81
SAMN27110125	27110125	du145_DU145PS2B_B11_Teniposide_0.045_24	Department of Systems Biology, Columbia University	9606	SRS13705410	GSM5985304	male	69	DU145	missing	missing	ATCC	prostate cancer	Teniposide	HTB-81
SAMN27110126	27110126	du145_DU145PS2B_B10_SNX2112_0.02_24	Department of Systems Biology, Columbia University	9606	SRS13705409	GSM5985303	male	69	DU145	missing	missing	ATCC	prostate cancer	SNX2112	HTB-81
SAMN27110127	27110127	du145_DU145PS2B_B09_Foretinib_0.225_24	Department of Systems Biology, Columbia University	9606	SRS13705407	GSM5985302	male	69	DU145	missing	missing	ATCC	prostate cancer	Foretinib	HTB-81
SAMN27110128	27110128	du145_DU145PS2B_B08_KW2449_0.25_24	Department of Systems Biology, Columbia University	9606	SRS13705408	GSM5985301	male	69	DU145	missing	missing	ATCC	prostate cancer	KW2449	HTB-81
SAMN27110129	27110129	du145_DU145PS2B_B07_Motesanib_1_24	Department of Systems Biology, Columbia University	9606	SRS13705406	GSM5985300	male	69	DU145	missing	missing	ATCC	prostate cancer	Motesanib	HTB-81
SAMN27110130	27110130	du145_DU145PS2B_B06_AZD1480_0.13_24	Department of Systems Biology, Columbia University	9606	SRS13705405	GSM5985299	male	69	DU145	missing	missing	ATCC	prostate cancer	AZD1480	HTB-81
SAMN27110131	27110131	du145_DU145PS2B_B05_Saracatinib_1_24	Department of Systems Biology, Columbia University	9606	SRS13705403	GSM5985298	male	69	DU145	missing	missing	ATCC	prostate cancer	Saracatinib	HTB-81
SAMN27110132	27110132	du145_DU145PS2B_B04_Cyclophosphamide_10_24	Department of Systems Biology, Columbia University	9606	SRS13705404	GSM5985297	male	69	DU145	missing	missing	ATCC	prostate cancer	Cyclophosphamide	HTB-81
SAMN27110133	27110133	du145_DU145PS2B_B03_Dacarbazine_10_24	Department of Systems Biology, Columbia University	9606	SRS13705402	GSM5985296	male	69	DU145	missing	missing	ATCC	prostate cancer	Dacarbazine	HTB-81
SAMN27110134	27110134	du145_DU145PS2B_B02_DMSO__24	Department of Systems Biology, Columbia University	9606	SRS13705401	GSM5985295	male	69	DU145	missing	missing	ATCC	prostate cancer	DMSO	HTB-81
SAMN27110135	27110135	du145_DU145PS2B_B01_Melphalan_1_24	Department of Systems Biology, Columbia University	9606	SRS13705400	GSM5985294	male	69	DU145	missing	missing	ATCC	prostate cancer	Melphalan	HTB-81
SAMN27110136	27110136	du145_DU145PS2B_A12_Megestrol_0.045_24	Department of Systems Biology, Columbia University	9606	SRS13705399	GSM5985293	male	69	DU145	missing	missing	ATCC	prostate cancer	Megestrol	HTB-81
SAMN27110137	27110137	du145_DU145PS2B_A11_Axitinib_0.14_24	Department of Systems Biology, Columbia University	9606	SRS13705397	GSM5985292	male	69	DU145	missing	missing	ATCC	prostate cancer	Axitinib	HTB-81
SAMN27110138	27110138	du145_DU145PS2B_A10_SB743921_0.075_24	Department of Systems Biology, Columbia University	9606	SRS13705398	GSM5985291	male	69	DU145	missing	missing	ATCC	prostate cancer	SB743921	HTB-81
SAMN27110139	27110139	du145_DU145PS2B_A09_MK2206_1_24	Department of Systems Biology, Columbia University	9606	SRS13705396	GSM5985290	male	69	DU145	missing	missing	ATCC	prostate cancer	MK2206	HTB-81
SAMN27110140	27110140	du145_DU145PS2B_A08_Cinacalcet_2_24	Department of Systems Biology, Columbia University	9606	SRS13705395	GSM5985289	male	69	DU145	missing	missing	ATCC	prostate cancer	Cinacalcet	HTB-81
SAMN27110141	27110141	du145_DU145PS2B_A07_Alpelisib_0.37_24	Department of Systems Biology, Columbia University	9606	SRS13705394	GSM5985288	male	69	DU145	missing	missing	ATCC	prostate cancer	Alpelisib	HTB-81
SAMN27110142	27110142	du145_DU145PS2B_A06_Bardoxolone Methyl_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705393	GSM5985287	male	69	DU145	missing	missing	ATCC	prostate cancer	Bardoxolone Methyl	HTB-81
SAMN27110143	27110143	du145_DU145PS2B_A05_FK866_0.00205_24	Department of Systems Biology, Columbia University	9606	SRS13705392	GSM5985286	male	69	DU145	missing	missing	ATCC	prostate cancer	FK866	HTB-81
SAMN27110144	27110144	du145_DU145PS2B_A04_Vorinostat_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705391	GSM5985285	male	69	DU145	missing	missing	ATCC	prostate cancer	Vorinostat	HTB-81
SAMN27110145	27110145	du145_DU145PS2B_A03_Erlotinib_3_24	Department of Systems Biology, Columbia University	9606	SRS13705390	GSM5985284	male	69	DU145	missing	missing	ATCC	prostate cancer	Erlotinib	HTB-81
SAMN27110146	27110146	du145_DU145PS2B_A02_DMSO__24	Department of Systems Biology, Columbia University	9606	SRS13705389	GSM5985283	male	69	DU145	missing	missing	ATCC	prostate cancer	DMSO	HTB-81
SAMN27110147	27110147	du145_DU145PS2B_A01_Mechlorethamine_1_24	Department of Systems Biology, Columbia University	9606	SRS13705388	GSM5985282	male	69	DU145	missing	missing	ATCC	prostate cancer	Mechlorethamine	HTB-81
SAMN27110148	27110148	du145_DU145PS2A_H12_Dactinomycin_0.00265_24	Department of Systems Biology, Columbia University	9606	SRS13705387	GSM5985281	male	69	DU145	missing	missing	ATCC	prostate cancer	Dactinomycin	HTB-81
SAMN27110149	27110149	du145_DU145PS2A_H11_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13705386	GSM5985280	male	69	DU145	missing	missing	ATCC	prostate cancer	UNTREATED	HTB-81
SAMN27110150	27110150	du145_DU145PS2A_H10_Rigosertib_0.075_24	Department of Systems Biology, Columbia University	9606	SRS13705385	GSM5985279	male	69	DU145	missing	missing	ATCC	prostate cancer	Rigosertib	HTB-81
SAMN27110151	27110151	du145_DU145PS2A_H9_MK1775_0.115_24	Department of Systems Biology, Columbia University	9606	SRS13705384	GSM5985278	male	69	DU145	missing	missing	ATCC	prostate cancer	MK1775	HTB-81
SAMN27110152	27110152	du145_DU145PS2A_H8_Amuvatinib_0.02_24	Department of Systems Biology, Columbia University	9606	SRS13705383	GSM5985277	male	69	DU145	missing	missing	ATCC	prostate cancer	Amuvatinib	HTB-81
SAMN27110153	27110153	du145_DU145PS2A_H7_BI2536_0.0029_24	Department of Systems Biology, Columbia University	9606	SRS13705382	GSM5985276	male	69	DU145	missing	missing	ATCC	prostate cancer	BI2536	HTB-81
SAMN27110154	27110154	du145_DU145PS2A_H6_AZD5363_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705381	GSM5985275	male	69	DU145	missing	missing	ATCC	prostate cancer	AZD5363	HTB-81
SAMN27110155	27110155	du145_DU145PS2A_H5_Elesclomol_0.07_24	Department of Systems Biology, Columbia University	9606	SRS13705380	GSM5985274	male	69	DU145	missing	missing	ATCC	prostate cancer	Elesclomol	HTB-81
SAMN27110156	27110156	du145_DU145PS2A_H4_AUY922_0.005_24	Department of Systems Biology, Columbia University	9606	SRS13705379	GSM5985273	male	69	DU145	missing	missing	ATCC	prostate cancer	AUY922	HTB-81
SAMN27110157	27110157	du145_DU145PS2A_H3_Floxuridine_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705378	GSM5985272	male	69	DU145	missing	missing	ATCC	prostate cancer	Floxuridine	HTB-81
SAMN27110158	27110158	du145_DU145PS2A_H2_Prednisone_1_24	Department of Systems Biology, Columbia University	9606	SRS13705377	GSM5985271	male	69	DU145	missing	missing	ATCC	prostate cancer	Prednisone	HTB-81
SAMN27110159	27110159	du145_DU145PS2A_H1_Oxaliplatin_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13705376	GSM5985270	male	69	DU145	missing	missing	ATCC	prostate cancer	Oxaliplatin	HTB-81
SAMN27110160	27110160	du145_DU145PS2A_G12_Bosutinib_0.375_24	Department of Systems Biology, Columbia University	9606	SRS13705375	GSM5985269	male	69	DU145	missing	missing	ATCC	prostate cancer	Bosutinib	HTB-81
SAMN27110161	27110161	du145_DU145PS2A_G11_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13705374	GSM5985268	male	69	DU145	missing	missing	ATCC	prostate cancer	UNTREATED	HTB-81
SAMN27110162	27110162	du145_DU145PS2A_G10_Flavopiridol_0.06_24	Department of Systems Biology, Columbia University	9606	SRS13705373	GSM5985267	male	69	DU145	missing	missing	ATCC	prostate cancer	Flavopiridol	HTB-81
SAMN27110163	27110163	du145_DU145PS2A_G9_Obatoclax Mesylate_0.1_24	Department of Systems Biology, Columbia University	9606	SRS13705372	GSM5985266	male	69	DU145	missing	missing	ATCC	prostate cancer	Obatoclax Mesylate	HTB-81
SAMN27110164	27110164	du145_DU145PS2A_G8_HMN214_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705371	GSM5985265	male	69	DU145	missing	missing	ATCC	prostate cancer	HMN214	HTB-81
SAMN27110165	27110165	du145_DU145PS2A_G7_GSK461364_0.005_24	Department of Systems Biology, Columbia University	9606	SRS13705370	GSM5985264	male	69	DU145	missing	missing	ATCC	prostate cancer	GSK461364	HTB-81
SAMN27110166	27110166	du145_DU145PS2A_G6_Navitoclax_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705369	GSM5985263	male	69	DU145	missing	missing	ATCC	prostate cancer	Navitoclax	HTB-81
SAMN27110167	27110167	du145_DU145PS2A_G5_Gossypol_2_24	Department of Systems Biology, Columbia University	9606	SRS13705368	GSM5985262	male	69	DU145	missing	missing	ATCC	prostate cancer	Gossypol	HTB-81
SAMN27110168	27110168	du145_DU145PS2A_G4_Sonidegib_8_24	Department of Systems Biology, Columbia University	9606	SRS13705367	GSM5985261	male	69	DU145	missing	missing	ATCC	prostate cancer	Sonidegib	HTB-81
SAMN27110169	27110169	du145_DU145PS2A_G3_Bicalutamide_10_24	Department of Systems Biology, Columbia University	9606	SRS13705366	GSM5985260	male	69	DU145	missing	missing	ATCC	prostate cancer	Bicalutamide	HTB-81
SAMN27110170	27110170	du145_DU145PS2A_G2_Albendazole_1_24	Department of Systems Biology, Columbia University	9606	SRS13705364	GSM5985259	male	69	DU145	missing	missing	ATCC	prostate cancer	Albendazole	HTB-81
SAMN27110171	27110171	du145_DU145PS2A_G1_Arsenic_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705363	GSM5985258	male	69	DU145	missing	missing	ATCC	prostate cancer	Arsenic	HTB-81
SAMN27110172	27110172	du145_DU145PS2A_F12_Amsacrine_0.11_24	Department of Systems Biology, Columbia University	9606	SRS13705362	GSM5985257	male	69	DU145	missing	missing	ATCC	prostate cancer	Amsacrine	HTB-81
SAMN27110173	27110173	du145_DU145PS2A_F11_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13705361	GSM5985256	male	69	DU145	missing	missing	ATCC	prostate cancer	DMSO	HTB-81
SAMN27110174	27110174	du145_DU145PS2A_F10_Entinostat_0.12_24	Department of Systems Biology, Columbia University	9606	SRS13705360	GSM5985255	male	69	DU145	missing	missing	ATCC	prostate cancer	Entinostat	HTB-81
SAMN27110175	27110175	du145_DU145PS2A_F9_Epigallocatechin_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705359	GSM5985254	male	69	DU145	missing	missing	ATCC	prostate cancer	Epigallocatechin	HTB-81
SAMN27110176	27110176	du145_DU145PS2A_F8_Tivantinib_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705358	GSM5985253	male	69	DU145	missing	missing	ATCC	prostate cancer	Tivantinib	HTB-81
SAMN27110177	27110177	du145_DU145PS2A_F7_Brivanib_10_24	Department of Systems Biology, Columbia University	9606	SRS13705357	GSM5985252	male	69	DU145	missing	missing	ATCC	prostate cancer	Brivanib	HTB-81
SAMN27110178	27110178	du145_DU145PS2A_F6_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13705356	GSM5985251	male	69	DU145	missing	missing	ATCC	prostate cancer	UNTREATED	HTB-81
SAMN27110179	27110179	du145_DU145PS2A_F5_-_0_24	Department of Systems Biology, Columbia University	9606	SRS13705365	GSM5985250	male	69	DU145	missing	missing	ATCC	prostate cancer	-	HTB-81
SAMN27110180	27110180	du145_DU145PS2A_F4_Omacetaxine_0.015_24	Department of Systems Biology, Columbia University	9606	SRS13705355	GSM5985249	male	69	DU145	missing	missing	ATCC	prostate cancer	Omacetaxine	HTB-81
SAMN27110181	27110181	du145_DU145PS2A_F3_Finasteride_5.5_24	Department of Systems Biology, Columbia University	9606	SRS13705354	GSM5985248	male	69	DU145	missing	missing	ATCC	prostate cancer	Finasteride	HTB-81
SAMN27110182	27110182	du145_DU145PS2A_F2_Thalidomide_8.5_24	Department of Systems Biology, Columbia University	9606	SRS13705352	GSM5985247	male	69	DU145	missing	missing	ATCC	prostate cancer	Thalidomide	HTB-81
SAMN27110183	27110183	du145_DU145PS2A_F1_Carmustine_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13705351	GSM5985246	male	69	DU145	missing	missing	ATCC	prostate cancer	Carmustine	HTB-81
SAMN27110184	27110184	du145_DU145PS2A_E12_Idarubicin_0.02_24	Department of Systems Biology, Columbia University	9606	SRS13705353	GSM5985245	male	69	DU145	missing	missing	ATCC	prostate cancer	Idarubicin	HTB-81
SAMN27110185	27110185	du145_DU145PS2A_E11_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13705349	GSM5985244	male	69	DU145	missing	missing	ATCC	prostate cancer	DMSO	HTB-81
SAMN27110186	27110186	du145_DU145PS2A_E10_YM155_0.015_24	Department of Systems Biology, Columbia University	9606	SRS13705350	GSM5985243	male	69	DU145	missing	missing	ATCC	prostate cancer	YM155	HTB-81
SAMN27110187	27110187	du145_DU145PS2A_E9_Neratinib_0.225_24	Department of Systems Biology, Columbia University	9606	SRS13705348	GSM5985242	male	69	DU145	missing	missing	ATCC	prostate cancer	Neratinib	HTB-81
SAMN27110188	27110188	du145_DU145PS2A_E8_Linifanib_1_24	Department of Systems Biology, Columbia University	9606	SRS13705347	GSM5985241	male	69	DU145	missing	missing	ATCC	prostate cancer	Linifanib	HTB-81
SAMN27110189	27110189	du145_DU145PS2A_E7_PD0325901_0.015_24	Department of Systems Biology, Columbia University	9606	SRS13705345	GSM5985240	male	69	DU145	missing	missing	ATCC	prostate cancer	PD0325901	HTB-81
SAMN27110190	27110190	du145_DU145PS2A_E6_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13705346	GSM5985239	male	69	DU145	missing	missing	ATCC	prostate cancer	UNTREATED	HTB-81
SAMN27110191	27110191	du145_DU145PS2A_E5_AZD2014_0.35_24	Department of Systems Biology, Columbia University	9606	SRS13705344	GSM5985238	male	69	DU145	missing	missing	ATCC	prostate cancer	AZD2014	HTB-81
SAMN27110192	27110192	du145_DU145PS2A_E4_Rosiglitazone_2_24	Department of Systems Biology, Columbia University	9606	SRS13705343	GSM5985237	male	69	DU145	missing	missing	ATCC	prostate cancer	Rosiglitazone	HTB-81
SAMN27110193	27110193	du145_DU145PS2A_E3_Altretamine_10_24	Department of Systems Biology, Columbia University	9606	SRS13705341	GSM5985236	male	69	DU145	missing	missing	ATCC	prostate cancer	Altretamine	HTB-81
SAMN27110194	27110194	du145_DU145PS2A_E2_Fludarabine_3_24	Department of Systems Biology, Columbia University	9606	SRS13705342	GSM5985235	male	69	DU145	missing	missing	ATCC	prostate cancer	Fludarabine	HTB-81
SAMN27110195	27110195	du145_DU145PS2A_E1_Pipobroman_10_24	Department of Systems Biology, Columbia University	9606	SRS13705340	GSM5985234	male	69	DU145	missing	missing	ATCC	prostate cancer	Pipobroman	HTB-81
SAMN27110196	27110196	du145_DU145PS2A_D12_Daunorubicin_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13705339	GSM5985233	male	69	DU145	missing	missing	ATCC	prostate cancer	Daunorubicin	HTB-81
SAMN27110197	27110197	du145_DU145PS2A_D11_Disulfiram_0.015_24	Department of Systems Biology, Columbia University	9606	SRS13705338	GSM5985232	male	69	DU145	missing	missing	ATCC	prostate cancer	Disulfiram	HTB-81
SAMN27110198	27110198	du145_DU145PS2A_D10_KX2391_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13705337	GSM5985231	male	69	DU145	missing	missing	ATCC	prostate cancer	KX2391	HTB-81
SAMN27110199	27110199	du145_DU145PS2A_D9_Dinaciclib_0.005_24	Department of Systems Biology, Columbia University	9606	SRS13705336	GSM5985230	male	69	DU145	missing	missing	ATCC	prostate cancer	Dinaciclib	HTB-81
SAMN27110200	27110200	du145_DU145PS2A_D8_BGJ398_8_24	Department of Systems Biology, Columbia University	9606	SRS13705335	GSM5985229	male	69	DU145	missing	missing	ATCC	prostate cancer	BGJ398	HTB-81
SAMN27110201	27110201	du145_DU145PS2A_D7_PKC412_0.23_24	Department of Systems Biology, Columbia University	9606	SRS13705334	GSM5985228	male	69	DU145	missing	missing	ATCC	prostate cancer	PKC412	HTB-81
SAMN27110202	27110202	du145_DU145PS2A_D6_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13705333	GSM5985227	male	69	DU145	missing	missing	ATCC	prostate cancer	DMSO	HTB-81
SAMN27110203	27110203	du145_DU145PS2A_D5_Selumetinib_10_24	Department of Systems Biology, Columbia University	9606	SRS13705332	GSM5985226	male	69	DU145	missing	missing	ATCC	prostate cancer	Selumetinib	HTB-81
